,idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage
3266,602,77,43,33.0,black,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,8.916667,8.916667,35.0,52.0,2.3873448
3267,602,78,43,34.0,black,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,10.185898,10.166667,40.0,66.0,1.7523519
3270,602,83,43,39.0,black,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,15.0,15.0,35.0,51.0,2.190907
3273,604,77,45,31.0,white,1.0,0.0,12.0,0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,27.0,6.0,1.3013138
3274,604,82,45,36.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.25,0.33333334,20.0,13.0,1.2089599
3276,604,87,45,41.0,white,1.0,0.0,12.0,0,1.0,0.0,0.0,8.0,3.0,0.0,26.0,2.25,0.25,25.0,28.0,1.5509013
3277,604,88,45,43.0,white,1.0,0.0,12.0,0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2.8076923,0.8333333,40.0,29.0,1.4304553
3281,606,71,45,25.0,white,0.0,0.0,16.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,3.2884617,1.5,45.0,57.0,2.0037048
3282,606,72,45,26.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,4.230769,2.4166667,50.0,49.0,2.0697584
3283,606,73,45,27.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,5.25,3.4166667,50.0,53.0,2.0068054
3285,606,77,45,31.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,7.3333335,7.3333335,50.0,22.0,2.0876532
3286,606,78,45,32.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,8.429487,8.416667,40.0,57.0,2.3095438
3288,606,83,45,37.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.391026,2.9166667,25.0,52.0,2.5988755
3289,606,87,45,41.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,7.0,4.0,0.0,0.0,15.852564,0.9166667,40.0,81.0,0.18566018
3293,608,77,43,34.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3.1666667,3.1666667,22.0,32.0,1.7603885
3294,608,78,43,35.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,6.0,5.0,0.0,0.0,3.724359,0.5833333,23.0,29.0,1.5811073
3301,609,72,49,22.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,4.3076925,0.9166667,38.0,47.0,1.6777167
3302,609,85,49,35.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,6.1538463,4.3333335,40.0,96.0,2.341254
3303,609,88,49,38.0,white,0.0,0.0,12.0,0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,9.557693,7.75,40.0,73.0,2.3090057
3308,612,87,44,42.0,black,0.0,0.0,11.0,0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,3.275641,0.9166667,30.0,65.0,1.4943682
3309,614,72,46,26.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,4.826923,4.0,35.0,51.0,2.1477203
3310,614,73,46,27.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,6.019231,5.1666665,35.0,62.0,1.8064357
3313,614,88,46,42.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,20.346153,20.333334,35.0,70.0,2.480603
3314,615,73,52,20.0,white,0.0,1.0,13.0,0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,2.4807692,1.1666666,40.0,50.0,1.668163
3315,615,77,52,24.0,white,1.0,0.0,13.0,0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0576925,0.8333333,40.0,48.0,1.6094377
3317,617,73,46,27.0,white,1.0,0.0,17.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,4.230769,1.5,40.0,53.0,1.9424477
3319,617,77,46,30.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,5.5961537,3.3333333,40.0,26.0,2.413179
3320,617,78,46,31.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,6.0384617,4.4166665,35.0,23.0,2.5916626
3322,617,85,46,38.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,12.153846,11.333333,35.0,80.0,2.8467205
3323,617,87,46,40.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,13.692307,13.333333,35.0,80.0,2.959983
3324,617,88,46,42.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,14.75,14.75,35.0,55.0,2.991294
3325,618,71,48,22.0,white,0.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,1.3461539,0.083333336,28.0,8.0,2.1668236
3326,618,87,48,38.0,white,1.0,0.0,16.0,1,0.0,0.0,1.0,11.0,2.0,0.0,0.0,3.2884614,0.9166667,40.0,51.0,2.0434759
3327,618,88,48,40.0,white,1.0,0.0,16.0,1,0.0,0.0,1.0,11.0,2.0,0.0,0.0,4.75,2.4166667,40.0,76.0,2.0717626
3329,619,73,44,28.0,white,1.0,0.0,9.0,0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,5.480769,0.25,12.0,12.0,2.821042
3331,619,77,44,32.0,white,1.0,0.0,9.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.826923,4.25,4.0,18.0,3.623841
3332,620,71,49,21.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,3.5,2.25,40.0,38.0,2.1036446
3333,620,72,49,22.0,white,0.0,0.0,15.0,0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,4.5769234,3.3333333,40.0,56.0,2.0506585
3337,623,77,44,32.0,white,1.0,0.0,5.0,0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.23076923,0.16666667,20.0,12.0,1.3846956
3340,624,77,43,33.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.3333334,0.16666667,8.0,52.0,1.3212559
3343,624,82,43,38.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,3.2179487,0.5,25.0,52.0,1.609438
3344,624,83,43,39.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,4.217949,1.5,20.0,52.0,1.6645663
3346,624,88,43,45.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,9.583333,4.8333335,40.0,73.0,2.3090057
3348,625,70,46,23.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,1.5705128,1.4166666,45.0,55.0,1.9679759
3349,625,71,46,24.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,2.5705128,2.4166667,35.0,52.0,2.3180544
3350,625,72,46,25.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,3.5897436,3.4166667,40.0,53.0,2.1797028
3352,626,77,52,24.0,white,0.0,1.0,16.0,1,0.0,0.0,0.0,7.0,2.0,0.0,0.0,4.75,1.0,35.0,52.0,1.753038
3353,626,78,52,25.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.769231,2.0833333,35.0,53.0,1.8088379
3357,627,70,48,21.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.4615386,1.5,35.0,55.0,1.990521
3358,627,71,48,22.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.4423077,2.5,35.0,51.0,1.9885755
3360,627,73,48,24.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.9423075,1.1666666,38.0,60.0,1.8517513
3362,628,71,43,27.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,1.1923077,0.33333334,29.0,21.0,1.4373089
3363,628,72,43,28.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,1.4166666,22.0,42.0,1.4545732
3364,628,73,43,29.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,2.5384614,2.3333333,12.0,28.0,1.4335473
3366,628,77,43,33.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,3.0,0.0,7.0,5.198718,0.33333334,18.0,45.0,1.4274157
3370,628,83,43,39.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,11.0256405,3.75,24.0,52.0,1.7515776
3371,628,87,43,43.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,11.141026,5.9166665,20.0,6.0,1.499687
3372,630,71,51,19.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0961537,1.5,35.0,52.0,1.8086902
3373,630,72,51,20.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0769231,2.5,35.0,51.0,1.773027
3376,633,70,47,22.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.8717948,1.25,35.0,63.0,1.8936168
3377,633,72,47,24.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,3.25,3.25,40.0,60.0,1.9024588
3382,635,77,47,29.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,8.0,3.0,0.0,28.0,2.3269231,0.33333334,40.0,24.0,1.7211679
3384,635,82,47,34.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,3.0,3.0,0.0,36.0,4.6346154,0.41666666,37.0,42.0,1.781709
3385,635,83,47,35.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,6.0,3.0,0.0,36.0,4.9038463,1.0,38.0,14.0,1.621366
3386,635,85,47,37.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,8.0,3.0,0.0,8.0,6.576923,0.083333336,25.0,87.0,1.0533996
3397,638,73,50,22.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,2.3205128,1.3333334,40.0,44.0,2.1314898
3399,638,77,50,26.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,5.3333335,5.3333335,45.0,52.0,2.014403
3400,638,78,50,28.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,13.0,1.0,0.0,6.6666665,6.6666665,45.0,66.0,2.016763
3401,638,82,50,31.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.230769,0.5833333,6.0,25.0,2.3025851
3402,638,83,50,32.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,10.0,1.0,0.0,0.0,7.6346154,0.9166667,6.0,21.0,2.3025851
3404,641,83,45,37.0,white,0.0,0.0,18.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,6.955128,5.25,45.0,53.0,1.9997388
3407,641,88,45,42.0,white,0.0,0.0,18.0,1,0.0,1.0,0.0,11.0,13.0,1.0,0.0,12.089743,10.666667,32.0,59.0,2.9117904
3408,642,72,45,26.0,white,1.0,0.0,17.0,1,0.0,1.0,0.0,8.0,4.0,0.0,0.0,4.8461537,0.5833333,39.0,53.0,2.25208
3411,642,77,45,31.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,4.0,1.0,0.0,34.0,6.7884617,2.9166667,35.0,0.0,2.4899614
3414,642,87,45,41.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,8.0,3.0,0.0,0.0,10.346154,0.33333334,32.0,40.0,1.9004589
3415,643,83,47,35.0,white,0.0,0.0,15.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,8.942307,2.6666667,35.0,51.0,2.2247012
3416,643,85,47,37.0,white,0.0,0.0,15.0,0,0.0,0.0,0.0,11.0,2.0,0.0,4.0,10.596154,0.6666667,40.0,86.0,1.8753798
3418,643,88,47,40.0,white,0.0,0.0,15.0,0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,14.019231,2.0833333,50.0,76.0,2.5413861
3423,645,77,52,24.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,4.0,3.0,0.0,22.0,2.5641026,0.6666667,40.0,30.0,1.545998
3424,645,78,52,25.0,white,1.0,0.0,15.0,0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.6602564,1.8333334,40.0,57.0,1.8381525
3426,645,82,52,29.0,white,1.0,0.0,15.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0641026,0.5,40.0,1.0,1.9764519
3429,646,70,46,24.0,white,1.0,0.0,16.0,1,0.0,1.0,0.0,12.0,3.0,0.0,0.0,3.0576923,2.4166667,35.0,55.0,2.634719
3431,646,72,46,26.0,white,0.0,0.0,16.0,1,0.0,1.0,0.0,12.0,2.0,0.0,0.0,5.0576925,1.0833334,50.0,55.0,2.5140975
3433,646,77,46,31.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,3.0,0.0,0.0,7.980769,4.25,9.0,45.0,1.753038
3434,646,78,46,32.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,3.0,0.0,0.0,9.0,5.3333335,12.0,53.0,3.1476858
3435,646,80,46,34.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,9.0,3.0,0.0,0.0,10.846154,7.25,10.0,96.0,3.19551
3437,646,83,46,37.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,9.0,3.0,0.0,0.0,13.653846,10.25,15.0,48.0,3.0043406
3438,646,85,46,39.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,8.0,3.0,0.0,0.0,15.5,12.25,24.0,96.0,2.3768208
3439,646,87,46,41.0,white,1.0,0.0,16.0,1,0.0,0.0,0.0,11.0,3.0,0.0,0.0,17.346153,14.25,20.0,96.0,2.5778577
3442,648,77,46,30.0,black,1.0,0.0,13.0,0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,7.6730766,1.9166666,38.0,52.0,2.3040826
3445,648,82,46,35.0,black,0.0,0.0,13.0,0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,12.403846,6.9166665,38.0,88.0,2.2082744
3446,648,83,46,36.0,black,0.0,0.0,13.0,0,0.0,1.0,0.0,11.0,8.0,1.0,0.0,13.326923,7.8333335,37.0,48.0,2.29099
3448,651,83,44,39.0,white,0.0,0.0,11.0,0,0.0,1.0,0.0,6.0,8.0,0.0,0.0,1.25,1.25,30.0,50.0,1.3862944
3450,652,70,46,23.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,3.0576923,2.0,35.0,55.0,1.8759176
3451,652,71,46,24.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,4.0384617,3.0,35.0,51.0,2.0303724
3452,652,72,46,25.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,5.0384617,3.9166667,35.0,52.0,2.0170417
3453,652,73,46,26.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,6.0384617,5.0,35.0,52.0,1.956795
3455,652,77,46,30.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,8.038462,0.0,35.0,52.0,2.0913637
3456,652,78,46,31.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,9.038462,1.0,35.0,52.0,2.05147
3458,653,70,49,20.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.5833334,1.5833334,35.0,55.0,1.7902042
3459,653,71,49,21.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,2.5833333,2.5833333,35.0,51.0,1.8480508
3460,653,72,49,22.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,3.5833333,3.5,35.0,52.0,1.9056486
3461,653,73,49,23.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,4.5833335,4.5833335,35.0,52.0,1.8920666
3463,653,77,49,27.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,8.583333,8.583333,35.0,52.0,1.9244784
3467,654,87,43,43.0,white,1.0,0.0,14.0,0,0.0,0.0,1.0,7.0,3.0,0.0,4.0,10.0,1.5,40.0,92.0,1.990071
3469,655,82,43,38.0,white,1.0,0.0,13.0,0,1.0,0.0,0.0,11.0,3.0,0.0,5.0,6.8717957,0.5833333,24.0,93.0,1.7630167
3472,655,87,43,43.0,white,0.0,0.0,13.0,0,1.0,0.0,0.0,11.0,3.0,0.0,10.0,9.910257,0.25,37.0,64.0,2.632225
3476,656,70,45,24.0,white,0.0,0.0,10.0,0,0.0,1.0,0.0,6.0,8.0,0.0,0.0,2.8076923,2.4166667,35.0,59.0,2.1188638
3477,656,71,45,25.0,white,0.0,0.0,10.0,0,0.0,1.0,0.0,6.0,8.0,0.0,0.0,3.7115386,3.3333333,37.0,47.0,1.688623
3478,656,72,45,26.0,white,0.0,0.0,10.0,0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,4.769231,4.3333335,37.0,55.0,2.0026944
3479,656,73,45,27.0,white,1.0,0.0,10.0,0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,5.7884617,5.4166665,38.0,53.0,1.8261089
3481,656,88,45,42.0,white,1.0,0.0,10.0,0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,7.326923,2.0833333,28.0,4.0,1.7291871
3483,658,77,52,24.0,white,0.0,1.0,13.0,0,0.0,0.0,1.0,5.0,3.0,0.0,22.0,4.076923,0.083333336,40.0,30.0,1.6228406
3487,659,85,50,35.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,1.0,1.0,0.0,7.2371798,0.41666666,15.0,94.0,2.1928341
3489,659,88,50,38.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,11.0,1.0,1.0,0.0,10.583334,3.6666667,35.0,70.0,2.2756555
3494,661,88,43,44.0,white,0.0,0.0,18.0,1,0.0,0.0,0.0,11.0,2.0,0.0,9.0,2.6153846,1.0833334,35.0,52.0,2.3201435
3495,663,71,51,19.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.9423077,0.5833333,35.0,49.0,1.9885755
3496,663,72,51,20.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0192308,1.6666666,35.0,56.0,2.1120927
3497,663,73,51,21.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.1153846,2.75,40.0,57.0,2.0229352
3499,664,78,45,32.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.17307693,0.16666667,10.0,9.0,1.2095437
3500,664,83,45,37.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.8269231,0.0,20.0,56.0,2.3577135
3501,664,87,45,41.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.942308,0.16666667,27.0,6.0,1.1560183
3502,664,88,45,42.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,6.365385,1.5833334,27.0,74.0,1.2873545
3508,665,77,48,28.0,white,0.0,0.0,8.0,0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,4.2884617,2.0,35.0,50.0,2.0370207
3510,665,82,48,33.0,white,0.0,0.0,8.0,0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,8.673077,3.1666667,50.0,96.0,1.2527629
3511,665,83,48,34.0,white,0.0,0.0,8.0,0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,9.653846,4.0833335,46.0,51.0,1.0000949
3514,665,88,48,40.0,white,0.0,0.0,8.0,0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,14.923077,9.416667,20.0,66.0,2.3090057
3515,666,70,47,22.0,white,0.0,1.0,18.0,1,0.0,1.0,0.0,9.0,1.0,0.0,0.0,1.9551282,0.8333333,48.0,41.0,1.8246244
3517,666,72,47,24.0,white,1.0,0.0,18.0,1,0.0,1.0,0.0,11.0,1.0,0.0,0.0,3.7051282,0.9166667,46.0,52.0,2.287482
3520,666,78,47,30.0,white,1.0,0.0,18.0,1,0.0,1.0,0.0,11.0,1.0,0.0,0.0,7.24359,5.8333335,40.0,53.0,2.3095438
3523,669,70,50,20.0,white,0.0,1.0,12.0,0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,2.846154,1.6666666,35.0,56.0,1.990521
3525,670,70,43,26.0,white,0.0,1.0,16.0,1,0.0,1.0,0.0,5.0,3.0,0.0,0.0,3.1153846,2.0,40.0,58.0,2.207275
3526,670,71,43,27.0,white,0.0,1.0,16.0,1,0.0,1.0,0.0,5.0,3.0,0.0,0.0,4.0576925,2.9166667,40.0,49.0,2.3224308
3529,670,77,43,33.0,white,0.0,1.0,16.0,1,0.0,1.0,0.0,5.0,3.0,0.0,0.0,8.916667,8.916667,40.0,52.0,2.405093
3530,670,78,43,34.0,white,0.0,1.0,16.0,1,0.0,1.0,0.0,5.0,3.0,0.0,0.0,10.0,10.0,40.0,56.0,2.3856313
3533,670,83,43,39.0,white,0.0,1.0,16.0,1,0.0,0.0,0.0,5.0,3.0,0.0,0.0,14.935898,14.916667,40.0,53.0,2.4329891
3536,670,88,43,44.0,white,0.0,1.0,16.0,1,0.0,0.0,0.0,5.0,4.0,0.0,0.0,20.333334,20.333334,40.0,68.0,2.2698486
3538,671,77,42,34.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,2.2307692,1.3333334,20.0,40.0,1.5523676
3540,671,80,42,37.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,3.6153846,1.5,30.0,52.0,1.3966334
3542,671,83,42,40.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.480769,4.4166665,40.0,51.0,1.5988145
3543,671,85,42,42.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,11.0,2.0,0.0,4.0,8.403846,0.5,40.0,100.0,1.618358
3544,671,87,42,44.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,10.365385,0.25,40.0,102.0,1.6535988
3545,671,88,42,45.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,11.788462,1.6666666,40.0,74.0,1.6550792
3553,674,77,47,29.0,black,1.0,0.0,12.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,3.3846154,2.9166667,35.0,40.0,1.8546993
3556,675,78,49,28.0,white,0.0,1.0,18.0,1,0.0,1.0,0.0,12.0,1.0,1.0,0.0,4.2884617,2.8333333,40.0,56.0,2.5456405
3557,676,73,52,20.0,white,0.0,1.0,14.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,1.7692308,0.5,25.0,28.0,2.3498373
3559,676,77,52,24.0,white,0.0,1.0,14.0,0,0.0,1.0,0.0,11.0,1.0,0.0,12.0,3.5384617,0.5833333,28.0,40.0,2.3451445
3560,676,78,52,25.0,white,1.0,0.0,14.0,0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,4.673077,1.75,25.0,59.0,2.3081558
3563,676,83,52,30.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,9.480769,6.6666665,32.0,54.0,2.5415485
3564,676,85,52,32.0,white,1.0,0.0,14.0,0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,11.365385,8.583333,32.0,98.0,2.5996315
3568,679,80,43,36.0,white,0.0,0.0,13.0,0,0.0,1.0,0.0,11.0,3.0,1.0,12.0,0.5769231,0.33333334,35.0,26.0,2.038487
3570,679,83,43,39.0,white,0.0,0.0,13.0,0,0.0,1.0,0.0,11.0,3.0,1.0,0.0,3.4615386,3.0833333,35.0,52.0,2.0355024
3578,681,80,46,33.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,3.0,0.0,10.0,4.3782053,0.9166667,36.0,42.0,1.2590117
3579,681,82,46,35.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,3.0,0.0,4.0,4.8782053,1.5833334,38.0,26.0,1.2912728
3580,681,83,46,36.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,7.0,3.0,1.0,4.0,5.6282053,0.9166667,37.0,39.0,1.4549668
3582,683,82,43,38.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,6.0,2.0,0.0,15.0,4.166667,0.16666667,45.0,36.0,1.8961195
3583,683,83,43,39.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.185898,1.25,40.0,53.0,2.223662
3586,683,88,43,45.0,white,1.0,0.0,17.0,1,0.0,0.0,0.0,4.0,2.0,0.0,0.0,10.551283,6.5833335,40.0,71.0,2.5477073
3589,684,72,51,20.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,2.3461537,1.8333334,35.0,52.0,2.0724576
3590,684,73,51,22.0,white,1.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,3.3846154,2.9166667,35.0,54.0,2.0874736
3591,684,80,51,28.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,4.0,0.5833333,35.0,32.0,1.8860892
3592,684,82,51,30.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,26.0,5.3846154,2.0833333,40.0,72.0,1.8880942
3593,684,83,51,31.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,6.3461537,0.9166667,30.0,50.0,1.8574377
3596,684,88,51,37.0,white,0.0,0.0,12.0,0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,11.711538,3.1666667,40.0,71.0,2.451893
3599,686,83,52,30.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,1.5320512,0.0,40.0,58.0,1.1776936
3600,687,72,53,18.0,white,0.0,1.0,12.0,0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,4.1025643,0.75,40.0,48.0,1.6285261
3602,687,77,53,23.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,7.141026,1.9166666,40.0,52.0,1.7912596
3606,687,83,53,29.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,12.948717,7.9166665,35.0,54.0,1.9255309
3613,688,80,49,30.0,white,0.0,0.0,9.0,0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,2.0384617,0.083333336,30.0,4.0,1.275272
3614,688,82,49,32.0,white,0.0,0.0,9.0,0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.923077,2.0833333,30.0,46.0,0.9783261
